ax_mean,ax_std,ax_min,ax_max,ay_mean,ay_std,ay_min,ay_max,az_mean,az_std,az_min,az_max,mag_mean,mag_std,mag_min,mag_max,hr_mean,hr_std,hr_min,hr_max,temp_mean,temp_std,temp_min,temp_max,sma,ax_ac1,ay_ac1,az_ac1,activity,window_id
-0.023083344352499223,0.9909867002206039,-1.7573829650737767,1.5365418124119037,-0.2693230180982281,0.768955166010893,-1.8678395616504262,1.1381728120111487,-0.030536673751740708,0.29870155721414204,-0.5520866481256245,0.5621340704150187,1.2743845575725667,0.3354303569439454,0.3827782635737875,2.0754530493026477,141.03,0.17058722109231986,141.0,142.0,33.79003,0.005705181855120588,33.779,33.802,1.8326522776166314,0.9304291933932749,0.9402771189182901,0.7070053879965185,running,0
0.0871355222742865,0.995382748622564,-1.4351053655277648,1.5365418124119037,0.11107857451764346,0.6822020371386124,-1.0852839082884156,1.189230197553035,0.017896273053603938,0.31139296320860826,-0.5354964467997031,0.5621340704150187,1.2399628025525085,0.18946130766344652,0.7499096156976272,1.5587461586496636,141.0,0.0,141.0,141.0,33.79612999999999,0.009188748554618702,33.782,33.817,1.7991841691354598,0.9181075481946113,0.9209949350041214,0.696352535640698,running,1
-0.028005944489441773,0.9859268625964456,-1.4351053655277648,1.4758880577211337,0.08141124432963498,0.6996209464042574,-1.0143667120695932,1.189230197553035,0.0016540081817301056,0.32779452492681554,-0.5354964467997031,0.554376159256317,1.2436823799470915,0.17216124648452244,0.7499096156976272,1.5587461586496636,141.3,0.458257569495584,141.0,142.0,33.800619999999995,0.008519131411124307,33.786,33.817,1.8186209630356176,0.9208887945302129,0.9203092182486929,0.7140696734204656,running,2
-0.08089128841693484,0.9753192033319569,-1.4891200150903419,1.4758880577211337,-0.027273537093885723,0.6981739353069247,-1.0560239558671651,1.116323705167059,0.0006092456650832146,0.3089243249785877,-0.5127437994997704,0.554376159256317,1.2301202649599265,0.16798923232183807,0.8765185592862317,1.5305972920564082,141.3,0.4582575694955841,141.0,142.0,33.78932,0.011142602927503069,33.772,33.812,1.786906040794478,0.9266697283173938,0.9119276089913875,0.689703357780323,running,3
-0.004225777771083723,0.9845682154880723,-1.4891200150903419,1.4530988074359936,-0.06414782557175638,0.6937002084817891,-1.1940214532339173,1.0316421127423054,-0.003939561586906848,0.29518637498540506,-0.4980696322090737,0.5575779848625809,1.2311291499819925,0.1618606904332773,0.8943836180435675,1.5305972920564082,141.0,0.0,141.0,141.0,33.77174,0.009626650507834475,33.749,33.788,1.7718959987502503,0.9138128720925386,0.9247097648002995,0.7037057317683559,running,4
0.07810946257534905,0.9601218020603117,-1.4710798834268086,1.459133282393928,-0.015384775845452885,0.70415136306561,-1.1940214532339173,1.0316421127423054,-0.004580607257908741,0.3030870671405357,-0.6027552018636261,0.5934925275785209,1.2207566910256369,0.16011449002873504,0.869146566120105,1.5016526228704783,141.11,0.31288975694324034,141.0,142.0,33.751219999999996,0.012759764888116469,33.733,33.771,1.7682872250347006,0.9295662854799205,0.9131355453668945,0.7192989702496798,running,5
0.046346116273166656,0.9915329393106186,-1.4792087477753266,1.4806912076204528,0.04464279289118071,0.6784128961820951,-1.033867406665896,1.102668569013306,0.010581896588724122,0.2999663527619646,-0.6027552018636261,0.5934925275785209,1.2276100757271842,0.17489385407352367,0.8588733870604373,1.5842280151974444,141.15,0.3570714214271425,141.0,142.0,33.74467,0.009666493676613366,33.732,33.767,1.7761583020958371,0.9197412914922679,0.9210273072056095,0.713151851678792,running,6
-0.05282514118545173,0.9972499903716536,-1.494192499847389,1.4806912076204528,0.042576430545741124,0.6933835013309002,-1.0316428115665444,1.102668569013306,-0.0025966968737004396,0.30794357885782325,-0.6169145156121314,0.5127474523782559,1.241928704836164,0.17983479610972833,0.8540182969991205,1.5842280151974444,141.1,0.3,141.0,142.0,33.75394,0.009904362675104852,33.732,33.773,1.7928643413521779,0.9213002807797335,0.9200938018716687,0.6950002730566412,running,7
-0.06821350767907153,0.9843708005908848,-1.494192499847389,1.5445548682516743,-0.008766443276822378,0.7000039940819279,-1.0629520402425274,1.0890761514186962,-0.0012224878292417696,0.30655081580076055,-0.6169145156121314,0.5127474523782559,1.2361586577315873,0.1720699509038254,0.8540182969991205,1.5719157421257983,141.06,0.23748684174075835,141.0,142.0,33.77139,0.01643343847160338,33.746,33.799,1.7821362322320617,0.9291141682340988,0.9090941150834854,0.6963538682968579,running,8
0.008118649808009235,0.9926241737585244,-1.4594155862882197,1.5445548682516743,-0.05592933654585555,0.6831779720514378,-1.107957060182053,1.0890761514186962,0.0006055133324739847,0.2995755674712383,-0.5759485828096695,0.5149668487809742,1.2313444864158767,0.16960406254746432,0.92097717103055,1.5719157421257983,141.12,0.32496153618543844,141.0,142.0,33.7878,0.008611620056643905,33.764,33.799,1.773060432061405,0.9154528159160888,0.9229596867955696,0.6966941129795066,running,9
0.0659017796889217,0.9741353040558292,-1.4960365024722704,1.5193514505092185,-0.021719383780999236,0.7074260937805421,-1.107957060182053,1.1792241419342515,0.0007875755606106305,0.30263395134985743,-0.5759485828096695,0.5149668487809742,1.230878258475314,0.1753074059051761,0.8476516490868364,1.5270252929546675,141.12,0.32496153618543844,141.0,142.0,33.790279999999996,0.003414908490721388,33.783,33.799,1.7853071615805098,0.9276875525876795,0.9123939618752882,0.684854893949481,running,10
0.04341627757229141,0.9890243326730884,-1.4960365024722704,1.5193514505092185,0.03732097023480997,0.7014951052312245,-1.0201154527749803,1.1792241419342515,0.003916751424166495,0.3049819143011096,-0.5145424648489867,0.60442278887125,1.2397323531694178,0.17214918750264827,0.8476516490868364,1.5218670722336138,141.13,0.33630343441600474,141.0,142.0,33.79313,0.007133940005355335,33.783,33.814,1.795609827950888,0.9191238109440871,0.9175282177321704,0.6795427615724606,running,11
-0.04609137168661308,0.9893998347897146,-1.4266322843251293,1.4402037520378437,0.04547070933732922,0.6905286639627483,-1.0353276461288472,1.0613748332557875,-0.009853850524818497,0.3018541289695931,-0.4971458196269052,0.60442278887125,1.2335467422767594,0.17178276092855685,0.8891825859007929,1.5087827122771653,141.22,0.4142463035441597,141.0,142.0,33.80873,0.014983894687297198,33.784,33.841,1.7743103665869562,0.9225993217504884,0.9229139538938806,0.6979536772807936,running,12
-0.07380795622660889,0.9937964046410742,-1.4840516430770132,1.448535794465272,-0.005326528309848748,0.7006204176195109,-1.1026877934843742,1.0510778086828112,0.0057208201141509905,0.29223801255381043,-0.5083437642912318,0.5351231002841976,1.2404204112857833,0.17541162104842614,0.8891825859007929,1.5495572109700513,141.09,0.28618176042508375,141.0,142.0,33.828959999999995,0.0106422929860064,33.809,33.848,1.7771911525433781,0.9312718282016701,0.9130569913780868,0.7091105959888963,running,13
0.005609250847983651,1.0079149487027572,-1.5236084200734201,1.448535794465272,-0.05714530749947852,0.7019607688194139,-1.219420698112319,1.0356223751068905,0.004190806419326359,0.2940025723690081,-0.5829704270233494,0.5042966570294685,1.2524153604617891,0.1727696586259138,0.8031719449013315,1.5495572109700513,141.31,0.46249324319388707,141.0,142.0,33.84145,0.006835751604614608,33.828,33.854,1.7938113208298039,0.9162562754860362,0.9253490862619086,0.6858041324304881,running,14
0.07606890456994649,0.9743071098269865,-1.5236084200734201,1.4247559053548773,-0.02509005610299865,0.7078174281226219,-1.219420698112319,1.0356223751068905,-0.0043970101904170986,0.29745841465876083,-0.5829704270233494,0.5139628217731332,1.231206506568838,0.1712519351824605,0.8031719449013315,1.5409553928444513,141.51,0.4998999899979995,141.0,142.0,33.84603,0.003661843797869339,33.838,33.854,1.775943198101971,0.9304543746642773,0.9089949198904339,0.6868167727740263,running,15
